region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
minneapolis / st paul,22988,2019.0,ford,fusion hybrid,,,gas,29997.0,clean,automatic,fwd,,sedan,blue,mn,45.02435,-93.168304
minneapolis / st paul,6000,2005.0,acura,mdx,like new,6 cylinders,gas,173000.0,clean,automatic,fwd,full-size,SUV,silver,mn,45.0132,-93.0297
yuba-sutter,12538,2013.0,toyota,corolla le,good,4 cylinders,gas,64238.0,clean,automatic,fwd,,sedan,white,ca,38.610767,-121.422554
jacksonville,0,2014.0,bmw,5 series,,6 cylinders,diesel,87660.0,clean,automatic,4wd,mid-size,sedan,black,nc,,
hartford,22777,2013.0,jeep,wrangler,,,gas,97822.0,clean,automatic,4wd,,SUV,black,ct,43.066265,-71.447
"quad cities, IA/IL",31950,2016.0,bmw,x5 xdrive35i awd suv,,,gas,52902.0,clean,automatic,,,,,il,44.8346,-91.5159
hudson valley,24990,2016.0,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,60533.0,clean,other,4wd,,pickup,white,ny,41.93,-73.99
topeka,55748,2017.0,mercedes-benz,s-class,,,gas,50731.0,clean,automatic,,,,white,ks,38.990868,-95.23336
waco,48590,2014.0,bmw,m6 coupe 4d,good,,other,26723.0,clean,automatic,rwd,,coupe,,tx,31.56,-97.18
columbus,10900,2009.0,toyota,highlander limited,excellent,6 cylinders,gas,109099.0,clean,automatic,fwd,full-size,SUV,silver,ga,32.4638,-84.9484
oklahoma city,25990,2017.0,dodge,durango sxt sport utility,good,6 cylinders,gas,59238.0,clean,other,,,SUV,silver,ok,35.46,-97.51
"kansas city, MO",16999,2006.0,ford,super duty f-450 drw,excellent,8 cylinders,diesel,182424.0,clean,automatic,rwd,full-size,truck,white,ks,38.88333,-94.802635
san diego,15988,2017.0,nissan,seentra,like new,4 cylinders,gas,48607.0,clean,automatic,fwd,mid-size,sedan,red,ca,32.6749,-117.0897
kalamazoo,6788,2009.0,mercury,mariner,excellent,4 cylinders,gas,128000.0,clean,automatic,fwd,,SUV,green,mi,42.23524,-85.7867
bellingham,19500,2000.0,ford,excursion xlt,good,8 cylinders,diesel,196156.0,clean,automatic,4wd,full-size,SUV,green,wa,48.85492,-122.65772
albany,45900,2017.0,ford,f-350 super duty,excellent,8 cylinders,gas,26679.0,clean,automatic,4wd,full-size,other,white,ny,42.4759,-73.3773
baltimore,16750,2006.0,jeep,wrangler rubicon,good,6 cylinders,gas,94000.0,clean,manual,4wd,,SUV,red,md,39.2782,-76.7401
tulsa,0,2017.0,ford,explorer xlt awd suv,excellent,,other,86683.0,clean,automatic,4wd,,SUV,,ok,36.1042,-96.0244
orange county,6000,2004.0,toyota,tundra,good,8 cylinders,gas,244000.0,clean,automatic,rwd,full-size,,black,ca,33.7074,-117.7054
sioux city,0,2017.0,gmc,terrain,,6 cylinders,gas,75459.0,clean,automatic,fwd,,SUV,red,ia,41.855553,-97.44337
knoxville,38900,2017.0,toyota,4runner,excellent,6 cylinders,gas,73000.0,clean,automatic,4wd,full-size,SUV,grey,tn,36.277275,-80.33983
tallahassee,6200,2007.0,volvo,c70 convertible,good,6 cylinders,gas,108000.0,clean,automatic,rwd,mid-size,convertible,silver,fl,30.459595,-84.35595
orlando,18991,2017.0,nissan,rogue,,4 cylinders,gas,39080.0,clean,automatic,fwd,mid-size,wagon,silver,fl,28.792414,-81.2313
mcallen / edinburg,0,2012.0,,AUSI A6 AWD S/PKG,,,gas,1111111.0,clean,automatic,,,,,tx,26.190643,-97.70853
tallahassee,325,2017.0,ford,transit-350 xlt wagon,excellent,6 cylinders,gas,79467.0,,automatic,,,van,,fl,28.56702,-81.29152
logan,43888,2018.0,ford,f150 xlt xtr 4x4 half ton,,,gas,15238.0,clean,automatic,4wd,,truck,white,ut,43.61974,-116.29469
"kansas city, MO",19000,1996.0,ford,mustang gt convertible,excellent,8 cylinders,gas,46500.0,clean,manual,rwd,compact,convertible,orange,ks,39.2461,-94.4191
odessa / midland,34899,2015.0,chevrolet,3500hd 4x4 duramax,,,diesel,173934.0,clean,automatic,,,,,tx,30.663,-97.9316
athens,8995,2013.0,ford,escape,,,gas,130000.0,clean,automatic,,,,,ga,33.7558,-83.4201
anchorage / mat-su,1000,2000.0,jeep,cherokee classic,salvage,6 cylinders,gas,230000.0,clean,automatic,rwd,,SUV,white,ak,61.3114,-149.5085
sarasota-bradenton,21688,2016.0,bmw,x1,,,gas,40859.0,clean,automatic,,full-size,SUV,black,fl,27.26977,-82.48229
hartford,7300,2010.0,mazda,cx-9,excellent,6 cylinders,gas,165000.0,clean,automatic,4wd,full-size,SUV,black,ct,41.597,-72.9828
utica-rome-oneida,28400,2018.0,ram,1500,,6 cylinders,gas,21796.0,clean,other,4wd,,truck,,ny,43.106968,-75.29681
boston,21995,2004.0,mercedes-benz,cl-class,excellent,,gas,67000.0,clean,automatic,rwd,,coupe,black,ma,42.1645,-71.1355
houston,3000,2016.0,chevrolet,silverado,,,gas,91345.0,clean,automatic,,,truck,,tx,29.8892,-95.3935
eugene,4995,2003.0,nissan,altima,,,gas,146200.0,clean,automatic,fwd,,sedan,brown,or,44.083057,-123.15302
columbus,8700,2010.0,honda,pilot,,,gas,176000.0,clean,automatic,,,SUV,,oh,40.1093,-83.1146
spokane / coeur d'alene,0,2020.0,chevrolet,silverado diesel 3500,,,diesel,11087.0,clean,automatic,4wd,,truck,white,wa,47.65613,-117.236946
boston,18590,2013.0,volvo,c70 t5 platinum,good,,gas,79346.0,clean,other,fwd,,other,black,ma,42.37,-71.11
south coast,120000,2005.0,ferrari,360 spider,like new,8 cylinders,gas,35498.0,clean,other,rwd,full-size,convertible,red,ma,41.6338,-70.9958
"kansas city, MO",61155,2018.0,cadillac,escalade esv,,,gas,48675.0,clean,automatic,4wd,,,,ks,38.38262,-93.77344
houston,31993,2015.0,tesla,model s,,,electric,79167.0,clean,automatic,4wd,full-size,sedan,blue,tx,29.89036,-95.392525
fresno / madera,18499,2014.0,gmc,acadia,,6 cylinders,gas,127078.0,clean,automatic,fwd,,SUV,,ca,36.774616,-119.79116
cleveland,14981,2012.0,dodge,durango,,,gas,150973.0,clean,automatic,,,SUV,purple,oh,41.47642,-81.72344
oregon coast,10990,2010.0,toyota,corolla,,,gas,130121.0,clean,automatic,fwd,compact,sedan,blue,or,44.083057,-123.15302
"st louis, MO",29771,2015.0,jeep,wrangler unlimited,,,gas,61643.0,clean,automatic,4wd,,convertible,,il,38.38262,-93.77344
sarasota-bradenton,4995,1988.0,ford,f800,,,diesel,70000.0,clean,automatic,,,,,fl,27.471457,-82.563
grand rapids,26200,2013.0,ford,f150,,6 cylinders,gas,91000.0,clean,automatic,4wd,full-size,SUV,grey,mi,42.868176,-85.86314
fort wayne,18990,2018.0,hyundai,sonata sel sedan 4d,good,,gas,16789.0,clean,other,fwd,,sedan,white,in,41.07,-85.13
pueblo,30990,2016.0,dodge,challenger r/t shaker,good,8 cylinders,gas,36758.0,clean,other,rwd,,coupe,silver,co,33.779213,-84.41181
san antonio,5495,2002.0,lexus,ls,,,gas,171935.0,clean,automatic,fwd,,sedan,blue,tx,29.525713,-98.3877
des moines,30950,2018.0,ford,f-350 super duty,,8 cylinders,gas,180343.0,clean,automatic,4wd,full-size,truck,white,ia,32.73603,-97.133644
orlando,18800,2007.0,ford,f350 super duty,excellent,8 cylinders,diesel,205110.0,clean,automatic,4wd,full-size,truck,white,fl,27.392467,-80.32981
charlotte,34900,1980.0,rover,santana,,4 cylinders,other,5000.0,clean,manual,rwd,,,,nc,35.781044,-80.88872
texoma,31590,2020.0,mazda,mx-5 miata club,good,,gas,2195.0,clean,other,rwd,,other,,ok,33.75,-96.56
indianapolis,16990,2018.0,kia,soul wagon 4d,good,,gas,18805.0,clean,automatic,fwd,,wagon,green,in,39.77,-86.14
bend,42977,2020.0,ford,f-150,excellent,,gas,29320.0,clean,automatic,4wd,,pickup,,or,44.039005,-121.3037
harrisonburg,29590,2017.0,lexus,nx 300h sport utility 4d,good,,other,51720.0,clean,other,,,hatchback,black,va,38.43,-78.87
bowling green,29590,2018.0,audi,a6 2.0t premium sedan 4d,good,,gas,13035.0,clean,other,fwd,,sedan,,ky,36.97,-86.44
medford-ashland,9999,2014.0,kia,forte,,4 cylinders,gas,108491.0,clean,automatic,fwd,,sedan,red,or,42.37853,-122.85752
lynchburg,1700,1995.0,,1995 GT Mustang,,8 cylinders,gas,0.0,clean,manual,rwd,mid-size,coupe,grey,va,37.1335,-79.089
memphis,24995,2018.0,honda,accord,,4 cylinders,gas,35976.0,clean,automatic,fwd,mid-size,sedan,brown,tn,35.224575,-89.92669
richmond,15500,1988.0,,rolls royce silver spur,good,8 cylinders,gas,53356.0,clean,automatic,rwd,,sedan,white,va,37.4638,-77.398
tyler / east TX,8675,2014.0,jeep,patriot sport,excellent,4 cylinders,gas,146000.0,clean,automatic,,,,,tx,32.158466,-95.45677
"kansas city, MO",10995,2010.0,gmc,acadia slt-2 fwd,good,,gas,125753.0,clean,automatic,,,SUV,,ks,38.912,-94.3517
south florida,12499,2014.0,lexus,is 250 sedan 4d,like new,,gas,125000.0,clean,automatic,rwd,,,grey,fl,25.985,-80.1407
spokane / coeur d'alene,0,2018.0,porsche,cayenne s,,6 cylinders,gas,118204.0,clean,automatic,4wd,,SUV,,id,47.670517,-117.115265
peoria,29990,2017.0,jeep,wrangler sport suv 2d,good,6 cylinders,gas,22947.0,clean,other,4wd,,other,,il,40.74,-89.6
winston-salem,7995,2012.0,dodge,grand caravan,like new,6 cylinders,gas,160440.0,clean,automatic,fwd,full-size,van,silver,nc,35.94255,-80.00057
ventura county,6999,2004.0,gmc,yukon xl 1500 3rd row seat,excellent,8 cylinders,gas,0.0,,automatic,4wd,,SUV,,ca,34.2134,-119.17804
columbus,21599,2017.0,nissan,frontier,,6 cylinders,gas,61075.0,clean,automatic,rwd,compact,pickup,grey,ga,32.548805,-84.9241
minneapolis / st paul,18478,1997.0,chevrolet,corvette,excellent,,gas,97836.0,clean,automatic,rwd,,,,mn,44.950222,-93.41911
richmond,4200,2006.0,toyota,prius,good,,hybrid,160654.0,clean,automatic,,,,white,va,37.6628,-77.534
wilmington,18590,2017.0,nissan,rogue sport sv utility 4d,good,,other,47153.0,clean,other,,,hatchback,white,nc,34.21,-77.91
cape cod / islands,5995,2002.0,ford,ranger,,,gas,175000.0,clean,automatic,,,,,ma,41.9296,-71.3009
hawaii,59991,2019.0,rover,velar,excellent,4 cylinders,gas,17.0,,automatic,,,SUV,,hi,20.886757,-156.45398
fayetteville,0,2005.0,ford,mustang,like new,6 cylinders,gas,154000.0,clean,automatic,rwd,mid-size,coupe,red,ar,36.343,-94.247
bloomington-normal,19590,2017.0,mitsubishi,outlander se sport,good,,other,50473.0,clean,other,4wd,,SUV,brown,il,40.47,-88.97
las vegas,20000,1971.0,datsun,240z,,,gas,42000.0,clean,manual,,,,,nv,39.6463,-105.0092
ashtabula,7995,2004.0,lexus,rx,,,gas,177487.0,clean,automatic,4wd,,wagon,,oh,41.8018,-81.04815
hartford,24590,2016.0,chevrolet,colorado extended cab,good,6 cylinders,gas,100851.0,clean,other,4wd,,pickup,red,ct,41.76,-72.68
eugene,24989,2020.0,ford,escape se automatic,,,gas,2684.0,clean,automatic,4wd,,SUV,silver,or,44.07307,-123.10692
bozeman,43998,2017.0,chevrolet,silverado,,,gas,52754.0,clean,automatic,4wd,,truck,,mt,47.69606,-116.7814
fort collins / north CO,1250,1996.0,dodge,dakota 4x4,,8 cylinders,gas,174393.0,clean,automatic,4wd,,,,co,40.385,-104.6806
brownsville,11900,2011.0,chevrolet,camaro,,,gas,120000.0,clean,automatic,,,,,tx,25.982113,-97.315865
imperial county,295,2021.0,volkswagen,passat,,4 cylinders,gas,5.0,clean,automatic,fwd,,sedan,,ca,33.75564,-116.286255
eastern NC,0,2018.0,ram,pickup 2500,,6 cylinders,diesel,55107.0,clean,automatic,4wd,full-size,truck,white,nc,,
ft myers / SW florida,37590,2018.0,bmw,x3 m40i sport utility 4d,good,,other,45589.0,clean,other,,,other,black,fl,26.14,-81.79
eugene,5995,2005.0,,Scion tC,,,gas,149577.0,clean,manual,fwd,,hatchback,blue,or,45.37,-122.755
cape cod / islands,18990,2015.0,volvo,s60 t5 premier sedan 4d,good,,other,37238.0,clean,other,,,sedan,silver,ma,33.7865,-84.4454
york,7490,2004.0,lexus,ls430,excellent,8 cylinders,gas,214764.0,clean,automatic,fwd,full-size,sedan,blue,pa,39.1702,-76.8538
santa barbara,2300,2015.0,nissan,nv200,,,gas,19956.0,clean,automatic,,,,,ca,33.7249,-117.909
bend,0,2018.0,toyota,4runner sr5 premium,,6 cylinders,gas,37323.0,clean,automatic,4wd,,SUV,,or,44.0537,-121.30252
omaha / council bluffs,12900,2006.0,chevrolet,monte carlo ss,like new,8 cylinders,gas,57797.0,clean,automatic,,,,black,ia,41.6788,-93.2588
fredericksburg,23795,2015.0,chevrolet,silverado,,,other,91680.0,clean,automatic,4wd,,pickup,brown,va,38.762943,-77.460594
atlanta,0,2016.0,,WE SAY YES,,,gas,34333.0,clean,automatic,,,,,ga,33.9496,-83.9942
north jersey,14695,2012.0,audi,q5,,,gas,99418.0,clean,automatic,,,SUV,blue,nj,40.894535,-74.15237
killeen / temple / ft hood,13500,1993.0,mitsubishi,3000gt vr4,excellent,6 cylinders,gas,90015.0,clean,manual,4wd,full-size,hatchback,red,tx,31.118866,-97.52593
green bay,14495,2009.0,gmc,yukon xl denali awd,excellent,8 cylinders,gas,179500.0,clean,automatic,4wd,full-size,SUV,black,wi,45.83627,-87.0406
"quad cities, IA/IL",13900,1994.0,chevrolet,c/k 1500,good,8 cylinders,gas,144848.0,clean,automatic,rwd,full-size,truck,red,il,42.1898,-91.7758
buffalo,18960,2015.0,buick,enclave,,6 cylinders,gas,60283.0,clean,automatic,4wd,full-size,SUV,silver,ny,42.787426,-78.7621
rochester,17995,2017.0,jeep,renegade trailhawk,like new,4 cylinders,gas,66300.0,clean,automatic,4wd,,SUV,,ny,43.20506,-77.47489
st cloud,40590,2018.0,bmw,x6 xdrive35i sport utility,good,,gas,64491.0,clean,manual,,,other,black,mn,45.55,-94.22
wilmington,25990,2019.0,gmc,acadia slt-2 sport utility,good,6 cylinders,gas,70640.0,clean,other,fwd,,SUV,white,nc,34.21,-77.91
sacramento,17900,2019.0,mitsubishi,eclipse cross,,,gas,35418.0,clean,automatic,4wd,,SUV,silver,ca,38.405575,-121.39249
north jersey,2250,2008.0,chevrolet,cobalt.,,,gas,172000.0,clean,automatic,,,,,nj,40.9755,-74.0285
florence,0,2013.0,mercedes-benz,m-class,,6 cylinders,gas,94809.0,clean,automatic,rwd,mid-size,SUV,white,sc,,
san antonio,20980,2013.0,infiniti,qx56,excellent,8 cylinders,gas,132559.0,clean,automatic,rwd,full-size,SUV,black,tx,29.485474,-98.4993
green bay,20000,2012.0,gmc,sierra 2500hd,,,gas,177000.0,clean,automatic,,,,,wi,44.0971,-87.6823
yuba-sutter,4999,2005.0,ford,focus ses,excellent,4 cylinders,gas,170358.0,clean,manual,,,sedan,,ca,39.12344,-121.61144
vermont,7000,2006.0,gmc,savana 2500,,,gas,115000.0,clean,automatic,,,,,vt,42.9627,-72.2955
holland,0,2007.0,jeep,commander,good,,gas,133810.0,clean,automatic,4wd,full-size,SUV,grey,mi,42.912952,-85.68028
yuba-sutter,6985,2013.0,dodge,dart,excellent,,gas,126381.0,clean,manual,fwd,,sedan,red,ca,38.523773,-121.44238
lansing,4719,2007.0,chevrolet,impala lt,excellent,6 cylinders,diesel,129746.0,,automatic,,,other,,mi,42.568134,-83.813675
harrisburg,7995,2012.0,ford,escape xlt,,,gas,100000.0,clean,automatic,,,,,pa,40.755085,-78.53444
erie,26800,2014.0,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,73800.0,clean,automatic,4wd,full-size,SUV,silver,pa,41.934696,-79.9779
wenatchee,16999,2014.0,chevrolet,express cargo,excellent,,gas,101603.0,clean,automatic,rwd,,,white,wa,47.45542,-120.33602
houston,8800,2008.0,toyota,highlander sport,excellent,6 cylinders,gas,202000.0,clean,automatic,fwd,full-size,SUV,red,tx,29.7422,-95.4903
maine,5150,2007.0,subaru,forester,excellent,4 cylinders,gas,103489.0,clean,automatic,4wd,,SUV,blue,me,43.03676,-71.41442
memphis,23459,2019.0,infiniti,q50,,6 cylinders,gas,67527.0,clean,automatic,rwd,mid-size,sedan,black,tn,35.025913,-89.788635
spokane / coeur d'alene,86999,2020.0,chevrolet,silverado diesel 3500,,,diesel,230.0,clean,automatic,4wd,,truck,white,id,47.65613,-117.236946
norfolk / hampton roads,31455,2019.0,gmc,savana,excellent,8 cylinders,gas,19567.0,clean,automatic,rwd,full-size,van,white,va,36.68829,-76.23052
great falls,18498,2018.0,jeep,renegade,,4 cylinders,gas,41651.0,clean,automatic,4wd,,SUV,,mt,47.69606,-116.7814
bozeman,19998,2019.0,chevrolet,cruze,,4 cylinders,gas,20324.0,clean,automatic,fwd,,sedan,,mt,47.7989,-116.7423
inland empire,71995,,,ierra 1500,,8 cylinders,gas,1025.0,clean,automatic,4wd,,pickup,grey,ca,33.45828,-111.92597
detroit metro,7900,2014.0,mazda,mazd6,good,4 cylinders,gas,138000.0,clean,automatic,fwd,,,red,mi,42.851055,-83.45119
chillicothe,20590,2013.0,acura,mdx sport utility 4d,good,6 cylinders,gas,77087.0,clean,other,,,SUV,silver,oh,39.33,-82.98
modesto,35448,2017.0,mercedes-benz,e-class,excellent,,gas,,clean,automatic,rwd,,sedan,,ca,36.83768,-119.80964
skagit / island / SJI,9999,2008.0,bmw,3 series 328xi,good,6 cylinders,gas,85421.0,clean,automatic,,,sedan,grey,wa,48.7542,-122.471
augusta,45590,2020.0,chevrolet,silverado 1500 crew,good,8 cylinders,gas,6036.0,clean,other,4wd,,pickup,,ga,33.45,-81.99
gadsden-anniston,0,2021.0,nissan,titan xd,excellent,8 cylinders,gas,2576.0,clean,automatic,4wd,,truck,black,al,33.614086,-85.79673
bakersfield,9600,2012.0,jeep,grand cherokee laredo,,6 cylinders,gas,228000.0,clean,automatic,rwd,,SUV,white,ca,35.3777,-118.9965
omaha / council bluffs,22995,2017.0,infiniti,qx60,,6 cylinders,gas,32230.0,,automatic,fwd,,SUV,grey,ia,41.22917,-95.85212
orange county,7500,2011.0,kia,optima,excellent,,gas,94000.0,clean,automatic,,,wagon,grey,ca,33.788216,-117.833244
appleton-oshkosh-FDL,40590,2018.0,audi,s5 premium plus coupe 2d,good,,other,21075.0,clean,other,,,coupe,,wi,44.26,-88.39
south bend / michiana,13500,2013.0,ford,flex,excellent,6 cylinders,gas,97086.0,clean,automatic,fwd,,sedan,silver,in,41.672665,-86.19609
sacramento,2800,1999.0,ford,expedition,good,8 cylinders,gas,277000.0,clean,automatic,4wd,full-size,,silver,ca,38.7159,-121.3648
western massachusetts,32944,2016.0,ford,f-250,,,gas,110785.0,clean,automatic,4wd,,pickup,blue,ma,42.788204,-71.23373
bakersfield,0,2019.0,dodge,charger,,,gas,37230.0,clean,automatic,,full-size,sedan,white,ca,35.3396,-119.0218
rochester,20000,2010.0,dodge,challenger,new,6 cylinders,gas,80000.0,clean,automatic,rwd,compact,other,blue,ny,43.1522,-77.5057
ventura county,31995,2014.0,jeep,wrangler,,,gas,93160.0,clean,manual,4wd,,SUV,,ca,34.1847,-118.38697
monterey bay,36590,2018.0,lexus,rx 350l sport utility 4d,good,6 cylinders,gas,30020.0,clean,other,fwd,,SUV,,ca,36.6,-121.88
columbus,3000,2009.0,pontiac,g6,good,,gas,167438.0,clean,automatic,fwd,,,blue,oh,40.1767,-83.0955
spokane / coeur d'alene,37999,2015.0,jeep,wrangler unlimited rubicon,,,gas,97606.0,clean,automatic,4wd,,SUV,blue,id,47.65613,-117.236946
kalispell,176,2016.0,chevrolet,malibu limited lt,excellent,4 cylinders,gas,147907.0,,automatic,,,sedan,,mt,47.717678,-117.41167
battle creek,18590,2011.0,audi,q5 2.0t quattro premium,good,,gas,39200.0,clean,other,,,SUV,black,mi,42.29,-85.22
south florida,3992,2006.0,buick,lucerne,excellent,8 cylinders,gas,163011.0,clean,automatic,fwd,,sedan,blue,fl,26.093111,-80.142654
columbus,27990,2012.0,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,68696.0,clean,other,4wd,,pickup,black,ga,32.51,-84.87
nashville,8999,2015.0,nissan,versa note,good,4 cylinders,gas,86051.0,clean,automatic,fwd,,hatchback,blue,tn,36.006832,-84.014656
fredericksburg,7465,2008.0,jeep,liberty,,,gas,131000.0,clean,automatic,4wd,,SUV,,va,38.357304,-77.51418
little rock,9514,2017.0,chevrolet,spark,,,gas,87037.0,clean,automatic,fwd,,hatchback,,ar,38.4018,-93.785
danville,33990,2020.0,infiniti,qx50 luxe sport utility,good,,other,19042.0,clean,other,,,hatchback,brown,va,36.58,-79.4
valdosta,31590,2017.0,jeep,wrangler unlimited sport,good,6 cylinders,gas,35391.0,clean,other,4wd,,SUV,black,ga,33.7865,-84.4454
austin,28973,2016.0,lexus,nx 200t automatic,,,hybrid,0.0,clean,automatic,fwd,,SUV,white,tx,30.34667,-97.5609
eugene,12980,2007.0,toyota,sienna,good,6 cylinders,gas,79537.0,clean,automatic,fwd,,wagon,custom,or,44.08343,-123.154945
statesboro,39590,2020.0,chevrolet,silverado 1500 crew,good,8 cylinders,gas,19160.0,clean,other,,,pickup,red,ga,32.44,-81.77
roanoke,6995,2005.0,ford,five hundred,,,gas,55868.0,clean,other,fwd,,sedan,,va,37.33521,-79.525314
cedar rapids,11495,2012.0,harley-davidson,davidson road king,excellent,,gas,19110.0,clean,manual,,,,,ia,41.962173,-91.69889
jonesboro,31990,2016.0,toyota,4runner sr5 sport utility,good,,other,41887.0,clean,other,,,SUV,silver,ar,35.82,-90.68
detroit metro,4285,2011.0,nissan,sentra 2.0 s,excellent,4 cylinders,gas,181892.0,,other,,,sedan,,mi,42.568134,-83.813675
charlotte,10997,2008.0,toyota,highlander,excellent,6 cylinders,gas,89219.0,clean,automatic,fwd,,,,nc,35.244,-80.7387
fort collins / north CO,8999,2006.0,audi,a6,,6 cylinders,gas,107329.0,clean,automatic,4wd,,sedan,,co,40.18215,-105.10237
memphis,33900,2019.0,gmc,savana,like new,8 cylinders,gas,24585.0,clean,automatic,rwd,full-size,van,white,tn,36.4641,-86.65828
norfolk / hampton roads,3000,2007.0,chevrolet,aveo,good,4 cylinders,gas,140000.0,clean,automatic,,,,,va,36.9867,-76.6179
omaha / council bluffs,25988,2013.0,jaguar,xj,,,gas,41445.0,clean,automatic,,,,,ia,41.1345,-96.2458
bend,29997,2015.0,toyota,4runner limited 1-califonia owner*highway miles*all services done @dealer since new w/records*no rust*moon roof*cooled seats*heated seats*limited*jbl sound system*tow pkg,,6 cylinders,gas,168556.0,clean,automatic,4wd,,SUV,silver,or,45.5472,-122.5001
new haven,6998,1997.0,cadillac,,,,gas,62000.0,clean,automatic,,,,,ct,41.0957,-73.4285
tulsa,0,2019.0,hyundai,santa fe sel plus,excellent,,gas,52284.0,clean,automatic,,,SUV,,ok,36.0557,-96.0602
daytona beach,1,2015.0,hyundai,santa fe,,,gas,100000.0,clean,automatic,,,,,fl,28.1384,-80.6524
rhode island,33590,2017.0,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,14556.0,clean,other,fwd,,other,,ri,41.82,-71.41
wichita,11995,2008.0,lexus,es 350,,,gas,96612.0,clean,automatic,fwd,,,,ks,37.663986,-97.47216
south jersey,14999,2015.0,nissan,rogue,excellent,4 cylinders,gas,91475.0,clean,automatic,4wd,,SUV,white,nj,39.98258,-74.79537
lima / findlay,0,2016.0,ford,f450 4x4,,,diesel,0.0,clean,other,,,other,white,oh,,
annapolis,0,1993.0,mercedes-benz,400,,,gas,65236.0,clean,automatic,,full-size,sedan,black,md,38.82345,-76.94738
eastern CT,0,2011.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,68949.0,clean,automatic,4wd,full-size,pickup,silver,ct,41.2175,-73.0549
norfolk / hampton roads,32990,2020.0,jeep,wrangler sport suv 2d,good,,gas,20205.0,clean,other,4wd,,SUV,silver,va,36.67,-76.3
jackson,14990,2016.0,,Scion iM Hatchback 4D,good,,gas,65203.0,clean,other,fwd,,hatchback,red,tn,35.63,-88.82
